"id","level","prompt","correct","distractor1","distractor2","distractor3"
"politics-l8-1115","8","Hvem var den første presidenten i Israels moderne stat, valgt i 1949?","Chaim Weizmann","David Ben-Gurion","Levi Eshkol","Menachem Begin"
"politics-l8-1116","8","Hvilken amerikanske president gennemførte Bay of Pigs-invasjonen i 1961?","John F. Kennedy","Dwight D. Eisenhower","Lyndon B. Johnson","Richard Nixon"
"politics-l8-1117","8","Hvem var kinesisk leder under Den store hungersnøden 1959-1961?","Mao Zedong","Deng Xiaoping","Zhou Enlai","Jiang Zemin"
"politics-l8-1118","8","Hvilken belgisk politiker var hovedarkitekt bak Brussel-Traktaten i 1948?","Paul-Henri Spaak","Wilfried Martens","Léon Degrelle","Achille Van Acker"
"politics-l8-1119","8","Hvem var Indias første statsminister etter uavhengigheten i 1947?","Jawaharlal Nehru","Sardar Vallabhbhai Patel","Rajendra Prasad","Lal Bahadur Shastri"
"politics-l8-1120","8","Hvilken cubansk revolusjonær styrtet Fulgencio Batista i 1959?","Fidel Castro","Raúl Castro","Che Guevara","Juan Manuel Márquez"
"politics-l8-1121","8","Hvem var generalsekretær i NATO fra 1966 til 1971?","Manfred Wörner","Dirk Stikker","Joseph Luns","Halvard Lange"
"politics-l8-1122","8","Hvilken italiensk diktator led til Tyskland under andre verdenskrig?","Benito Mussolini","Alcide De Gasperi","Marshal Badoglio","Gabriele D'Annunzio"
"politics-l8-1123","8","Hvem var president i Polen under Solidaritet-bevegelsen på 1980-tallet?","Wojciech Jaruzelski","Lech Wałęsa","Bolesław Bierut","Stanisław Gomułka"
"politics-l8-1124","8","Hvilken norsk politiker var NATO-generalsekretær fra 1951 til 1952?","Halvard Lange","Einar Gerhardsen","Trygve Lie","Johan Nygaardsvold"
"politics-l8-1125","8","Hvem var tysk forbundskansler under gjenforeningen av Tyskland i 1990?","Helmut Kohl","Willy Brandt","Helmut Schmidt","Konrad Adenauer"
"politics-l8-1126","8","Hvilken britisk politiker var kjent som «Iron Lady»?","Margaret Thatcher","Clement Attlee","Harold Macmillan","Alec Douglas-Home"
"politics-l8-1127","8","Hvem var Vietnams revolusjonære leder som kjempet mot Frankrike og USA?","Ho Chi Minh","Ngo Dinh Diem","Vo Nguyen Giap","Pham Van Dong"
"politics-l8-1128","8","Hvilken amerikanske senator ledet senatets undersøkelse av kommunist-påstander på 1950-tallet?","Joseph McCarthy","Richard Nixon","Hubert Humphrey","John F. Kennedy"
"politics-l8-1129","8","Hvem var generalsekretær i FN fra 1946 til 1953?","Trygve Lie","Dag Hammarskjöld","U Thant","Ralph Bunche"
"politics-l8-1130","8","Hvilken gresk diktator ledet juntaen som styrte fra 1967 til 1974?","Georgios Papadopoulos","Konstantinos Karamanlis","Alexandros Papagos","Ioannis Metaxas"
"politics-l8-1131","8","Hvem var sovjetisk leder under invasjonen av Afghanistan i 1979?","Leonid Brezjnev","Mikhail Gorbatsjov","Yuri Andropov","Nikita Khrushsjov"
"politics-l8-1132","8","Hvilken norsk politiker var utenriksminister da Norge entret NATO i 1949?","Halvard Lange","Fridtjov Nansen","Einar Gerhardsen","Trygve Lie"
"politics-l8-1133","8","Hvem var argentinsk diktator fra 1976 til 1983?","Jorge Rafael Videla","Juan Domingo Perón","Leopoldo Galtieri","Raúl Alfonsín"
"politics-l8-1134","8","Hvilken portuguese diktator styrte landet i 48 år fram til 1968?","António de Oliveira Salazar","Marcelo Caetano","Mario Soares","Fernando Henrique Cardoso"
"politics-l8-1135","8","Hvem var britisk forsvarsminister da Falklandskrigen brøt ut i 1982?","John Nott","Michael Heseltine","Francis Pym","Geoffrey Howe"
"politics-l8-1136","8","Hvilken tyrkisk politiker grunnla den moderne tyrkiske staten i 1923?","Mustafa Kemal Atatürk","İsmet İnönü","Adnan Menderes","Turgut Özal"
"politics-l8-1137","8","Hvem var israelsk statsminister under Yom Kippur-krigen i 1973?","Golda Meir","David Ben-Gurion","Levi Eshkol","Menachem Begin"
"politics-l8-1138","8","Hvilken spansk diktator styrte Fra borgerkrigen i 1939 til 1975?","Francisco Franco","Juan Carlos I","Miguel Primo de Rivera","Leopoldo O'Donnell"
"politics-l8-1139","8","Hvem var jugoslavisk leder som brøt med Sovjet i 1948?","Josip Broz Tito","Alexander Ranković","Svetozar Mitrović","Milovan Đilas"
"politics-l8-1140","8","Hvilken amerikanske senator var kjent for sitt arbeid for borgerrettigheter på 1960-tallet?","Hubert Humphrey","Strom Thurmond","James Eastland","Russell Long"
"politics-l8-1141","8","Hvem var fransk general og president som ledet Vichy-Frankrike under andre verdenskrig?","Philippe Pétain","Pierre Laval","Charles de Gaulle","Henri Pétain"
"politics-l8-1142","8","Hvilken kenyansk politiker var landets første president etter uavhengigheten i 1964?","Jomo Kenyatta","Daniel arap Moi","Tom Mboya","Oginga Odinga"
"politics-l8-1143","8","Hvilken amerikansk president hadde den lengste presidentperioden?","Franklin D. Roosevelt","George Washington","Thomas Jefferson","Andrew Jackson"
"politics-l8-1144","8","Hvor mange ganger har Winston Churchill vært statsminister av Storbritannia?","2","1","3","4"
"politics-l8-1145","8","Hvilken verden leder har vært i makten lengst kontinuerlig i det 21. århundre?","Teodoro Obiang Nguema","Muammar Gaddafi","Hosni Mubarak","Kim Jong-il"
"politics-l8-1146","8","Hva er det høyeste antall stemmer en kandidat har mottatt i et norsk stortingsvalg?","Over 100 000 stemmer","Under 50 000 stemmer","60 000 til 80 000 stemmer","80 000 til 100 000 stemmer"
"politics-l8-1147","8","Hvilken norsk politiker ble valgt til Stortinget flest ganger på rad?","Johan Nygaardsvold","Einar Gerhardsen","Fridtjov Frank Knudson","Lars Oftedal"
"politics-l8-1148","8","I hvilket år hadde Norge sitt høyeste valgdeltagelse i stortingsvalg?","1957","1945","1961","1973"
"politics-l8-1149","8","Hvilken europeisk leder var president i sitt land i lengst tid under det 20. århundre?","Francisco Franco","Benito Mussolini","Adolf Hitler","Josip Broz Tito"
"politics-l8-1150","8","Hva er det laveste antall representanter Arbeiderpartiet har hatt på Stortinget siden 1945?","49","35","42","55"
"politics-l8-1151","8","Hvilken amerikansk president vant sitt valg med det største antall valgmenn?","Ronald Reagan","Franklin D. Roosevelt","Dwight D. Eisenhower","George Washington"
"politics-l8-1152","8","I hvilken valgkrets er det størst befolkning ved dagens norske valg?","Oslo","Hordaland","Akershus","Rogaland"
"politics-l8-1153","8","Hvor mange ganger har det norske Stortinget blitt oppløst og gjennomført nyvalg?","0","1","2","3"
"politics-l8-1154","8","Hvilken norsk kommune har størst befolkning og dermed flest stortingsrepresentanter?","Oslo","Bergen","Trondheim","Stavanger"
"politics-l8-1155","8","Hva var gjennomsnittlig alderssammensetning i Stortinget under det 19. århundre?","I 50-årene","I 40-årene","I 60-årene","I 30-årene"
"politics-l8-1156","8","Hvilken norsk regjering hadde det korteste mandat?","Gunnar Knudsen (1920)","Ole Michelet","Johan Ludwig Mowinckel","Erik Scavenius"
"politics-l8-1157","8","Hvor mange kvinnelige medlemmer hadde Stortinget i 1990?","64","45","80","35"
"politics-l8-1158","8","Hvilken norsk statsminister tjente lengst av alle (målt i år)?","Einar Gerhardsen","Johan Nygaardsvold","Fridtjov Frank Knudson","Lars Oftedal"
"politics-l8-1159","8","Hva er det største antall partier som har vært representert på Stortinget i en enkelt periode?","11","8","9","10"
"politics-l8-1160","8","Hvilken amerikanske president hadde den korteste presidentperioden (før Trump)?","William Henry Harrison","James A. Garfield","Zachary Taylor","John F. Kennedy"
"politics-l8-1161","8","Hvor mange ganger har Høyre vunnet flere mandater enn Arbeiderpartiet på Stortinget?","3","1","2","4"
"politics-l8-1162","8","Hvilken norsk politiker har sittet flest år på Stortinget totalt?","Lars Oftedal","Johan Nygaardsvold","Fridtjov Frank Knudson","Gunnar Knudsen"
"politics-l8-1163","8","Hva var det høyeste antall medlemmer Stortinget hadde?","165","150","160","170"
"politics-l8-1164","8","Hvilken europeisk nasjon har hatt flest statsministre siden 1945?","Italia","Frankrike","Tyskland","Storbritannia"
"politics-l8-1165","8","I hvilket år var valgdeltagelsen i Norge lavest i etterkrigstiden?","2013","2009","2005","2001"
"politics-l8-1166","8","Hvor mange medlemmer har Europarådet på sitt høyeste antall?","46","40","50","45"
"politics-l8-1167","8","Hvilken amerikanske stat hadde størst representasjon på Kongressen historisk?","California","Texas","New York","Florida"
"politics-l8-1168","8","Hva er det minste antall stemmer et parti har mottatt for å få representasjon på Stortinget?","Under 100 stemmer","Over 1000 stemmer","500-1000 stemmer","100-500 stemmer"
"politics-l8-1169","8","Hvilken norsk kommune har hatt flest lokalpolitikere totalt?","Oslo","Bergen","Trondheim","Stavanger"
"politics-l8-1170","8","Hvor mange ganger har en kvinne blitt valgt som president i et skandinavisk land?","0","1","2","3"
"politics-l8-1171","8","Hvilken norsk regjering hadde det lengste mandat uten avbrudd?","Einar Gerhardsen II (1957-1965)","Johan Nygaardsvold","Fridtjov Frank Knudson","Lars Oftedal"
"politics-l8-1172","8","Hva er gjennomsnittlig antall stortingsrepresentanter fra landsdelen Vestlandet?","38","32","45","28"
"politics-l8-1173","8","Hvilken norsk politiker har vært både statsminister og stortingspresident?","Johan Nygaardsvold","Einar Gerhardsen","Gunnar Knudsen","Lars Oftedal"
"politics-l8-1174","8","I hvilket årtiende fikk norske kvinner stemmerett?","1910-tallet","1890-tallet","1920-tallet","1900-tallet"
"politics-l8-1175","8","Hvor mange norske statsministre har dødd i sitt embete?","1","0","2","3"
"politics-l8-1176","8","Hvilken amerikanske stat har aldri vært hjemstedet for en president?","Delaware","Vermont","Rhode Island","Maine"
"politics-l8-1177","8","Hva var det laveste antall stemmer en stortingsrepresentant har mottatt siden 1945?","Under 50 stemmer","50-100 stemmer","100-500 stemmer","Over 500 stemmer"
"politics-l8-1178","8","Hvor mange ganger har samme parti vunnet norske valg i tre påfølgende perioder?","2","1","3","0"
"politics-l8-1179","8","Hvilken europeisk leder ble valgt president flest ganger?","Nicolae Ceaușescu","Josip Broz Tito","Erich Honecker","Fidel Castro"
"politics-l8-1180","8","Hva er det høyeste antall kvinner på Stortinget?","87","78","95","72"
"politics-l9-1181","9","Hvilken politiker var leder av Det Norske Arbeiderparti fra 1965 til 1975?","Trygve Bratteli","Einar Gerhardsen","Erna Solberg","Odvar Nordli"
"politics-l9-1182","9","I hvilken år ble kvinners stemmerett innført i Norge?","1913","1901","1920","1908"
"politics-l9-1183","9","Hvilken partileder ble norsk statsminister i 1997?","Kjell Magne Bondevik","Thorbjørn Jagland","Jan Petersen","Jens Stoltenberg"
"politics-l9-1184","9","Hvem var statsminister da Norge ratifiserte grunnloven i 1814?","Christian Frederik","Frederik VI","Karl Johan","Balthazar Garmann"
"politics-l9-1185","9","Hvor mange fylker hadde Norge før regionreformen i 2020?","19","20","18","21"
"politics-l9-1186","9","Hvilken politiker grunnla Fremskrittspartiet i 1973?","Anders Lange","Carl I. Hagen","Vidar Kleppe","Per Unckel"
"politics-l9-1187","9","I hvilken periode var Erna Solberg statsminister?","2013-2021","2010-2018","2012-2020","2014-2022"
"politics-l9-1188","9","Hva heter Norges nasjonalforsamling?","Stortinget","Riksrådet","Tingsamlingen","Nasjonalrådet"
"politics-l9-1189","9","Hvilken norsk politiker var FN-generalsekretær fra 1946 til 1952?","Trygve Lie","Fridtjov Nansen","Halvard Lange","John Lyng"
"politics-l9-1190","9","Hvor mange kandidater velges til hver valgkrets i stortingsvalg?","Varierer etter befolkning","Alltid 4","Alltid 8","Alltid 3"
"politics-l9-1191","9","Hvilken konge formelt underskrev Norges grunnlov i 1814?","Christian Frederik","Karl XIII","Frederik VI","Oscar I"
"politics-l9-1192","9","I hvilket år ble Høyre partiet stiftet i Norge?","1884","1880","1890","1875"
"politics-l9-1193","9","Hvilken politiker var Norges første kvinnelige statsminister?","Gro Harlem Brundtland","Erna Solberg","Else Bugge Farseth","Ingrid Leite"
"politics-l9-1194","9","Hvor mange år skal grunnloven være gyldig før den kan revideres?","Det er ingen automatisk frist","10 år","20 år","15 år"
"politics-l9-1195","9","Hvilken partileder ledet Arbeiderpartiet da det vant valget i 2021?","Jonas Gahr Støre","Erna Solberg","Ap hadde ikke flertall","Trond Giske"
"politics-l9-1196","9","Hva er navnet på Norges øverste domstol?","Høyesterett","Appellretten","Tingrett","Overretten"
"politics-l9-1197","9","Hvor mange ganger kan en norsk konge eller dronning sitte på tronen?","Ubegrenset, inntil død eller abdikasjon","Maksimalt 2 perioder","Maksimalt 1 periode","Maksimalt 3 perioder"
"politics-l9-1198","9","Hvilken kommune ble Norges hovedstad da grunnloven ble vedtatt i 1814?","Christiania (nåværende Oslo)","Bergen","Trondheim","Stavanger"
"politics-l9-1199","9","I hvilket år ble unionen mellom Norge og Sverige oppløst?","1905","1903","1907","1901"
"politics-l9-1200","9","Hvilket år hadde Norge første gang valg basert på alminnelig mannlig stemmerett?","1898","1895","1901","1888"
"politics-l9-1201","9","Hva er det høyeste antall ministrer i en norsk regjering?","Det er ingen fast grense","15 ministrer","20 ministrer","10 ministrer"
"politics-l9-1202","9","Hvem var statsminister da Norge ble medlem av NATO?","Einar Gerhardsen","Halvard Lange","Johan Nygaardsvold","Gunnar Knudsen"
"politics-l9-1203","9","Hvilken politiker var Norges første kvinnelige justisminister?","Gro Harlem Brundtland","Anne Enger","Karin Andersen","Anja Skaar"
"politics-l9-1204","9","I hvilken by befinner Stortinget seg?","Oslo","Bergen","Trondheim","Lillehammer"
"politics-l9-1205","9","Hvor mange departementer er det normalt i en norsk regjering?","Det varierer","Alltid 12","Alltid 15","Alltid 8"
"politics-l9-1206","9","Hvilket år ble Senterpartiet stiftet i Norge?","1920","1918","1925","1915"
"politics-l9-1207","9","Hvem var tidligere statsminister før Jens Stoltenberg ble NATO-generalsekretær?","Jens Stoltenberg var statsminister før NATO","Erna Solberg","Kjell Magne Bondevik","Thorbjørn Jagland"
"politics-l9-1208","9","Hvor mange fylker har Norge etter regionreformen som trådte i kraft i 2020?","11","12","10","13"
"politics-l9-1209","9","Hvilken politiker var leder av Sosialistisk Venstreparti før det fusjonerte?","Åsmund Aukrust","Finn Gustavsen","Berit Ås","Magnar Zachariassen"
"politics-l9-1210","9","I hvilken periode var Thorbjørn Jagland statsminister?","1996-1997","1995-1996","1997-1998","1994-1996"
"politics-l9-1211","9","Hva er navnet på Norges grunnlov fra 1814?","Grunnloven","Konstitusjonsloven","Statsloven","Riksloven"
"politics-l9-1212","9","Hvilket år hadde Norge sitt første stortingsvalg etter grunnlovens vedtakelse?","1815","1814","1816","1820"
"politics-l9-1213","9","Hvem var statsminister da Norge ratifiserte menneskerettskonvensjonen?","Einar Gerhardsen","Johan Nygaardsvold","Fredrik Stang","Karl Evensen"
"politics-l9-1214","9","Hvilken kommune var hovedstad i Norge før 1925?","Christiania","Oslo","Bergen","Drammen"
"politics-l9-1215","9","I hvilket år fikk norske kvinner stemmerett på lokalt nivå?","1901","1908","1913","1898"
"politics-l9-1216","9","Hvem var Norges statsminister da landet gikk ut av unionen med Sverige?","Christian Michelsen","Gunnar Knudsen","Jørgen Løvland","Fridtjov Nansen"
"politics-l9-1217","9","Hvor mange år må en person ha bodd i Norge for å kunne bli statsminister?","Ingen formell krav","Minimum 5 år","Minimum 10 år","Minimum 3 år"
"politics-l9-1218","9","Hvilken tysk politisk bevegelse grunnla Adolf Hitler i 1920?","Nasjonalsosialistiske Tysk Arbeiderparti","Deutsches Kaiserreich","Kommunistiske Parti av Tyskland","Sosialdemokratiske Parti av Tyskland"
"politics-l9-1219","9","I hvilket år ble Frankrike og Storbritannia formelt allierte gjennom Ententen Cordiale?","1904","1891","1907","1898"
"politics-l9-1220","9","Hvem var den første fyrste under det russiske Romanov-dynastiet?","Mikhail Romanov","Ivan den Forferdelige","Vasili III","Boris Godunov"
"politics-l9-1221","9","Hvilket dokument undertegnet Kong John av England i 1215?","Magna Carta","Bill of Rights","Habeas Corpus","Petition of Right"
"politics-l9-1222","9","I hvilket år gjennomførte Frankrike sin revolusjon som førte til republikkens etablering?","1789","1799","1848","1871"
"politics-l9-1223","9","Hvem var leder av det prussiske kongedømmet under det tysk-franske krigen i 1870-1871?","Wilhelm I","Friedrich Wilhelm III","Friedrich Wilhelm IV","Wilhelm II"
"politics-l9-1224","9","Hvilket år opphørte det Osmanske riket offisielt?","1922","1918","1924","1920"
"politics-l9-1225","9","Hvem var den første amerikanske presidenten?","George Washington","Thomas Jefferson","Benjamin Franklin","Alexander Hamilton"
"politics-l9-1226","9","Hvem var lederen av Sovjet under andre verdenskrig?","Josef Stalin","Vladimir Lenin","Nikolaj Bulganin","Mikhail Gorbatsjov"
"politics-l9-1227","9","Hvilket år ble Tysk riket splittet i øst og vest?","1949","1945","1947","1948"
"politics-l9-1228","9","Hvem grunnla det kinesiske kommunistiske partiet i 1921?","Chen Duxiu og Li Dazhao","Mao Zedong og Zhou Enlai","Sun Yat-sen og Chiang Kai-shek","Deng Xiaoping og Hua Guofeng"
"politics-l9-1229","9","I hvilket år oppstod Beringia-perioden som endte den siste istiden?","11700 år før nåtid","20000 år før nåtid","5000 år før nåtid","50000 år før nåtid"
"politics-l9-1230","9","Hvem var den britiske statsministeren under første verdenskrig?","David Lloyd George","Herbert Asquith","Stanley Baldwin","Andrew Bonar Law"
"politics-l9-1231","9","I hvilket år undertegnet Tyskland Molotov-Ribbentrop-pakten med Sovjet?","1939","1938","1940","1937"
"politics-l9-1232","9","Hvem var den franske generalen som førte De Frie Franske under andre verdenskrig?","Charles de Gaulle","Marshal Pétain","General Weygand","General Leclerc"
"politics-l9-1233","9","Hvem var den første presidenten av India?","Rajendra Prasad","Jawaharlal Nehru","Vallabhbhai Patel","Sardar Patel"
"politics-l9-1234","9","I hvilket år oppstod Krim-krigen mellom Storbritannia og Russland?","1853","1850","1856","1848"
"politics-l9-1235","9","Hvem var den russiske tsaren under Oktoberrevolusjonen i 1917?","Nikolaj II","Alexander III","Alexander II","Mikhail Romanov"
"politics-l9-1236","9","I hvilket år ble Sovjetunionen formelt oppløst?","1991","1989","1990","1992"
"politics-l9-1237","9","Hvem var leder av Kina før Mao Zedong etablerte folkerepublikken?","Chiang Kai-shek","Sun Yat-sen","Yuan Shikai","Li Yuanhong"
"politics-l9-1238","9","I hvilket år oppstod den japanske invasjonen av Mandsjuria?","1931","1929","1933","1935"
"politics-l9-1239","9","Hvem var lederen av Italia under andre verdenskrig?","Benito Mussolini","Victor Emmanuel III","Alessandro Pavolini","Giovanni Gentile"
"politics-l9-1240","9","I hvilket år ble Berlins mur reist?","1961","1960","1962","1959"
"politics-l9-1241","9","Hvem var den amerikanske presidenten under Cuban Missile Crisis?","John F. Kennedy","Dwight D. Eisenhower","Lyndon B. Johnson","Richard Nixon"
"politics-l9-1242","9","I hvilket år var invasjonen av Normandie under andre verdenskrig?","1944","1943","1945","1942"
"politics-l9-1243","9","I hvilket år ble det Atlantiske Charteret undertegnet?","1941","1940","1942","1939"
"politics-l9-1244","9","Hvem var den kinesiske lederen som etablerte folkerepublikken Kina?","Mao Zedong","Zhou Enlai","Deng Xiaoping","Jiang Zemin"
"politics-l9-1245","9","I hvilket år oppstod den koreanske krigen?","1950","1948","1952","1949"
"politics-l9-1246","9","Hvem var den første palestinske lederen av PLO?","Yasser Arafat","George Habash","Ahmed Shukeiry","Nayef Hawatmeh"
"politics-l9-1247","9","I hvilket år ble Vietnam delt mellom nord og sør?","1954","1950","1956","1952"
"politics-l9-1248","9","Hvem var den sør-afrikanske presidenten som avsluttet apartheid?","Frederik Willem de Klerk","Nelson Mandela","Pieter Willem Botha","Balthazar Johannes Vorster"
"politics-l9-1249","9","I hvilket år endte apartheid-systemet i Sør-Afrika?","1994","1992","1991","1996"
"politics-l9-1250","9","Hvem var den første fargede presidenten av Sør-Afrika?","Nelson Mandela","Thabo Mbeki","Cyril Ramaphosa","Jacob Zuma"
"politics-l9-1251","9","I hvilket år ble Berlin-muren revet ned?","1989","1988","1990","1987"
"politics-l9-1252","9","Hvem var den amerikanske presidenten under Vietnamkrigen?","Lyndon B. Johnson","Richard Nixon","John F. Kennedy","Gerald Ford"
"politics-l9-1253","9","I hvilket år ble Japan annektert av USA etter andre verdenskrig?","1945","1944","1946","1947"
"politics-l9-1254","9","Hvem var lederen av den brittiske Labour-partiet under post-krig perioden?","Clement Attlee","Herbert Morrison","Ernest Bevin","Hugh Gaitskell"
"politics-l9-1255","9","Hvilken norsk statsminister fra Høyre var kjent for sitt arbeid med EØS-avtalen på 1990-tallet?","Jan P. Syse","Kåre Willoch","Erna Solberg","Jens Stoltenberg"
"politics-l9-1256","9","Hvilket år ble Tony Blair valgt som britisk statsminister?","1997","1992","2001","1995"
"politics-l9-1257","9","Hvem var Frankrikes president under invasjonen av Irak i 2003?","Jacques Chirac","Nicolas Sarkozy","François Hollande","Valéry Giscard d'Estaing"
"politics-l9-1258","9","Hvilket år ble Nelson Mandela frigjort fra fengsel i Sør-Afrika?","1990","1985","1994","1988"
"politics-l9-1259","9","Hvem var Tysklands kansler før Angela Merkel tok over i 2005?","Gerhard Schröder","Helmut Kohl","Horst Seehofer","Wolfgang Schäuble"
"politics-l9-1260","9","Hvilken norsk statsminister hadde etterfølgeren Kjell Magne Bondevik etter seg selv i 2000?","Jens Stoltenberg","Thorbjørn Jagland","Jan P. Syse","Erna Solberg"
"politics-l9-1261","9","Hvem var USAs visepresident under Barack Obama sin første periode?","Joe Biden","Al Gore","Dick Cheney","Mike Pence"
"politics-l9-1262","9","Hvilket år ble Margaret Thatcher Storbritannias statsminister?","1979","1975","1982","1977"
"politics-l9-1263","9","Hvem var Russlands leder under kollapsen av Sovjetunionen i 1991?","Mikhail Gorbatsjov","Boris Jeltsin","Leonid Brezhnev","Nikita Khrushchev"
"politics-l9-1264","9","Hvilken norsk politiker var finansminister under finanskrisen i 2008?","Kristin Halvorsen","Erna Solberg","Per Olav Dyste","Jan Tore Sanner"
"politics-l9-1265","9","Hvilket år sluttet Mikhail Gorbatsjov som leder av Sovjetunionen?","1991","1989","1993","1990"
"politics-l9-1266","9","Hvem var Australias statsminister under COVID-19-pandemien i 2020?","Scott Morrison","Malcolm Turnbull","Paul Keating","Tony Abbott"
"politics-l9-1267","9","Hvilken italiensk politiker var kjent som 'Il Cavaliere'?","Silvio Berlusconi","Romano Prodi","Matteo Renzi","Alcide De Gasperi"
"politics-l9-1268","9","Hvem var Canadas statsminister fra 1968 til 1979?","Pierre Trudeau","Lester B. Pearson","John Diefenbaker","Brian Mulroney"
"politics-l9-1269","9","Hvilket år ble Ronald Reagan valgt som USAs president?","1980","1978","1982","1976"
"politics-l9-1270","9","Hvem ledet Den sydafrikanske nasjonale kongress (ANC) før Nelson Mandela?","Oliver Tambo","Walter Sisulu","Govan Mbeki","Ahmed Kathrada"
"politics-l9-1271","9","Hvilken spansk politiker var kjent som 'El Presidente'?","Francisco Franco","Juan Carlos I","Felipe González","José María Aznar"
"politics-l9-1272","9","Hvem var Kinas leder fra 1978 til 1997?","Deng Xiaoping","Mao Zedong","Jiang Zemin","Zhou Enlai"
"politics-l9-1273","9","Hvilken norsk politiker var justisminister under rettsoppgjøret etter andre verdenskrig?","Terje Wold","Gunnar Jahn","Fridtjov Frank-Knudsen","Einar Gerhardsen"
"politics-l9-1274","9","Hvem var Japans statsminister under Fukushima-katastrofen i 2011?","Naoto Kan","Yoshihiko Noda","Shinzo Abe","Taro Aso"
"politics-l9-1275","9","Hvilket år ble Barack Obama valgt som USAs første afroamerikanske president?","2008","2004","2006","2010"
"politics-l9-1276","9","Hvem var leder av Palestinsk selvstyre fra 1996 til 2005?","Yasser Arafat","Mahmoud Abbas","Ahmed Qurei","Marwan Barghouti"
"politics-l9-1277","9","Hvilken brasiliansk politiker var kjent som 'Lula'?","Luiz Inácio Lula da Silva","Fernando Henrique Cardoso","Dilma Rousseff","Jair Bolsonaro"
"politics-l9-1278","9","Hvem var Sveriges statsminister fra 1976 til 1982?","Thorbjörn Fälldin","Olof Palme","Ulf Adelsohn","Ingvar Carlsson"
"politics-l9-1279","9","Hvilket år ble Vaclav Havel president av Tsjekkoslovakia etter Fløyelrevolusjonen?","1989","1988","1990","1991"
"politics-l9-1280","9","Hvem var Polands leder og Solidarnost-grunnlegger som senere ble president?","Lech Wałęsa","Tadeusz Mazowiecki","Aleksander Kwaśniewski","Donald Tusk"
"politics-l9-1281","9","Hvilken år ble Tony Blair erstattet av Gordon Brown som britisk statsminister?","2007","2005","2008","2006"
"politics-l9-1282","9","Hvem var USAs president under Vietnamkrigen i perioden 1964-1968?","Lyndon B. Johnson","John F. Kennedy","Richard Nixon","Harry Truman"
"politics-l9-1283","9","Hvilken norsk statsminister løste opp unionen med Sverige i 1905?","Christian Michelsen","Fridtjov Frank-Knudsen","Gunnar Knudsen","Einar Gerhardsen"
"politics-l9-1284","9","Hvem var Israels statsminister under Six-Day War i 1967?","Levi Eshkol","David Ben-Gurion","Golda Meir","Menachem Begin"
"politics-l9-1285","9","Hvilket år ble Emmanuel Macron valgt som Frankrikes president?","2017","2015","2019","2016"
"politics-l9-1286","9","Hvem var Venezuelas president fra 1999 til 2013?","Hugo Chávez","Nicolás Maduro","Carlos Andrés Pérez","Rafael Caldera"
"politics-l9-1287","9","Hvem var Sydkoreas president under militærkuppet i 1979?","Chun Doo-hwan","Park Chung-hee","Kim Dae-jung","Lee Myung-bak"
"politics-l9-1288","9","Hvilket år ble Bill Clinton valgt som USAs president?","1992","1990","1994","1988"
"politics-l9-1289","9","Hvem var Østeuropas kjente dissidenter og senere tsjekk president etter Havel?","Václav Klaus","Petr Pithart","Jan Sokol","Bohumil Čermák"
"politics-l9-1290","9","Hvilken afrikaneren ble FNs generalsekretær fra 1997 til 2006?","Kofi Annan","Ban Ki-moon","Boutros Boutros-Ghali","Dag Hammarskjöld"
"politics-l9-1291","9","Hvem var Tysklands kansler fra 1933 til 1945?","Adolf Hitler","Paul von Hindenburg","Franz von Papen","Kurt von Schleicher"
"politics-l9-1292","9","Hvilket år ble Erna Solberg valgt som Norges statsminister?","2013","2011","2015","2009"
"politics-l9-1293","9","I hvilket år ble kvinners stemmerett etablert i Norge?","1913","1901","1920","1945"
"politics-l9-1294","9","Hvilken britisk statsminister hadde den lengste sammenhengende tjenestetid?","Robert Walpole","William Pitt the Younger","Benjamin Disraeli","Margaret Thatcher"
"politics-l9-1295","9","Hvor mange ganger har Winston Churchill fungert som britisk statsminister?","2","1","3","4"
"politics-l9-1296","9","Hvilken tysk forbundskansler hadde den lengste tjenestetid i etterkrigstiden?","Angela Merkel","Helmut Kohl","Konrad Adenauer","Gerhard Schröder"
"politics-l9-1297","9","I hvilket år ble Det norske Storting først etablert?","1814","1801","1825","1840"
"politics-l9-1298","9","Hvilken presidentiell kandidat fikk flest stemmeprosenter i en amerikansk presidentvalg?","Ronald Reagan","Lyndon B. Johnson","Franklin D. Roosevelt","George Washington"
"politics-l9-1299","9","I hvilket år fikk alle menn stemmerett i Norge?","1898","1889","1905","1912"
"politics-l9-1300","9","Hvem var den første kvinnelige presidenten i en større vestlig demokrati?","Vigdís Finnbogadóttir","Mary McAleese","Ellen Johnson Sirleaf","Michelle Bachelet"
"politics-l9-1301","9","Hvor mange senatorer har USA?","100","50","150","200"
"politics-l9-1302","9","Hvor mange medlemmer har Det europeiske parlamentet?","705","626","750","800"
"politics-l9-1303","9","I hvilket år ble Nelson Mandela frigjort fra fengsel?","1990","1988","1992","1985"
"politics-l9-1304","9","Hvilken amerikansk president hadde den korteste tjenestetid?","William Henry Harrison","Zachary Taylor","James A. Garfield","John F. Kennedy"
"politics-l9-1305","9","Hvor mange medlemmer er det i Det norske Storting?","169","150","165","175"
"politics-l9-1306","9","Hvem var den yngste vedtatt valgt amerikansk president?","John F. Kennedy","Bill Clinton","Barack Obama","George W. Bush"
