"id","level","prompt","correct","distractor1","distractor2","distractor3"
"chemistry-l8-1019","8","In what year was the first X-ray crystallography structure determined by William Bragg and his son?","1913","1910","1915","1920"
"chemistry-l8-1020","8","Which chemist developed the electrochemical series and the concept of electronegativity?","Jöns Jacob Berzelius","Humphry Davy","Michael Faraday","William Nicholson"
"chemistry-l8-1021","8","Who first proved that organic compounds could be synthesized in the laboratory in 1828?","Friedrich Wöhler","Justus von Liebig","Jean-Baptiste Dumas","Michel Eugène Chevreul"
"chemistry-l8-1022","8","In what year did Henry Moseley discover the relationship between atomic number and X-ray frequency?","1913","1910","1911","1915"
"chemistry-l8-1023","8","Which scientist introduced the concept of equivalent weight in chemistry during the 1800s?","Stanislao Cannizzaro","Jean-Baptiste Dumas","Charles Gerhardt","Jöns Jacob Berzelius"
"chemistry-l8-1024","8","In what year did Stanislao Cannizzaro clarify Avogadro's hypothesis and the distinction between atoms and molecules?","1860","1858","1862","1865"
"chemistry-l8-1025","8","Who discovered the existence of noble gases, beginning with argon in 1894?","William Ramsay","John Strutt (Rayleigh)","Morris Travers","Frederick Soddy"
"chemistry-l8-1026","8","Which chemist proposed the concept of chemical potential in thermodynamics?","Josiah Willard Gibbs","Rudolf Clausius","James Thomson","Wilhelm Ostwald"
"chemistry-l8-1027","8","In what year did Dmitri Mendeleev predict the existence of gallium?","1870","1867","1872","1875"
"chemistry-l8-1028","8","Who discovered the first transuranium element, neptunium, in 1940?","Edwin McMillan","Glenn Seaborg","Enrico Fermi","Otto Hahn"
"chemistry-l8-1029","8","Which chemist discovered the phenomenon of catalysis and introduced the term in 1835?","Jöns Jacob Berzelius","Johann Döbereiner","Justus von Liebig","Claude Louis Berthollet"
"chemistry-l8-1030","8","Who developed the concept of pH scale and introduced it in 1909?","Søren Peder Lauritz Sørensen","Wilhelm Ostwald","Svante Arrhenius","Johannes Nicolaus Brønsted"
"chemistry-l8-1031","8","Which chemist proposed the Brønsted-Lowry theory of acids and bases in 1923?","Johannes Nicolaus Brønsted","Thomas Martin Lowry","Svante Arrhenius","Gilbert Newton Lewis"
"chemistry-l8-1032","8","In what year did Svante Arrhenius propose the ionic theory of solutions?","1887","1884","1890","1893"
"chemistry-l8-1033","8","Who discovered the phenomenon of fluorescence and developed the concept of electron transitions?","George Gabriel Stokes","Michael Faraday","William Crookes","Lord Kelvin"
"chemistry-l8-1034","8","Which chemist synthesized the first artificial dye, mauveine, in 1856?","William Henry Perkin","August Wilhelm von Hofmann","Heinrich Caro","Karl Graebe"
"chemistry-l8-1035","8","Which chemist discovered the noble gases and won the Nobel Prize in Chemistry in 1904?","William Ramsay","Joseph John Thomson","Ernest Rutherford","Frederick Soddy"
"chemistry-l8-1036","8","Marie Curie was born in which country?","Poland","France","Austria","Germany"
"chemistry-l8-1037","8","What is the first name of the female chemist known as 'Madame Curie'?","Maria","Mariana","Margot","Magdalena"
"chemistry-l8-1038","8","Linus Pauling won the Nobel Prize in Chemistry in which year?","1954","1951","1957","1952"
"chemistry-l8-1039","8","Which chemist developed the periodic table of elements?","Dmitri Mendeleev","Johann Döbereiner","Alexandre-Émile Béguyer de Chancourtois","Julius Lothar Meyer"
"chemistry-l8-1040","8","Ahmed Zewail won the Nobel Prize in Chemistry for his work in which field?","Femtochemistry","Nanotechnology","Polymer chemistry","Biochemistry"
"chemistry-l8-1041","8","In what year did Ahmed Zewail win the Nobel Prize in Chemistry?","1999","1997","2001","1998"
"chemistry-l8-1042","8","Dorothy Hodgkin won the Nobel Prize in Chemistry for her studies on which molecule?","Vitamin B12","Penicillin","Hemoglobin","Chlorophyll"
"chemistry-l8-1043","8","Which chemist is known for developing the valence bond theory?","Linus Pauling","Gilbert Newton Lewis","Hermann von Helmholtz","Walther Kossel"
"chemistry-l8-1044","8","Frederick Sanger won two Nobel Prizes in Chemistry. In what years did he win them?","1958 and 1980","1955 and 1977","1960 and 1982","1957 and 1979"
"chemistry-l8-1045","8","Irène Joliot-Curie was the daughter of which Nobel Prize-winning chemist?","Marie Curie","Pierre Curie","Ernest Rutherford","Frédéric Joliot"
"chemistry-l8-1046","8","In which year did Irène Joliot-Curie win the Nobel Prize in Chemistry?","1935","1933","1937","1934"
"chemistry-l8-1047","8","Which chemist first isolated fluorine as an element?","Henri Moissan","Carl Wilhelm Scheele","Humphry Davy","André-Marie Ampère"
"chemistry-l8-1048","8","In what year did Henri Moissan win the Nobel Prize in Chemistry?","1906","1904","1908","1905"
"chemistry-l8-1049","8","Christiane Nüsslein-Volhard won the Nobel Prize in Physiology or Medicine, but her undergraduate studies were in which scientific field?","Chemistry","Physics","Biology","Biochemistry"
"chemistry-l8-1050","8","Which chemist developed the concept of chemical bonding using quantum mechanics?","Walter Heitler","Max Planck","Erwin Schrödinger","Werner Heisenberg"
"chemistry-l8-1051","8","Ilya Prigogine won the Nobel Prize in Chemistry for his work on which type of systems?","Dissipative structures","Crystalline structures","Polymer systems","Colloidal systems"
"chemistry-l8-1052","8","In what year did Ilya Prigogine win the Nobel Prize in Chemistry?","1977","1975","1979","1976"
"chemistry-l8-1053","8","Which chemist developed the theory of coordination chemistry?","Alfred Werner","Victor Grignard","Paul Ehrlich","Carl Graebe"
"chemistry-l8-1054","8","In what year did Alfred Werner win the Nobel Prize in Chemistry?","1913","1911","1915","1912"
"chemistry-l8-1055","8","Which chemist discovered the element radium?","Marie Curie","Pierre Curie","Antoine Becquerel","Ernest Rutherford"
"chemistry-l8-1056","8","Willard Libby won the Nobel Prize in Chemistry for developing which dating method?","Radiocarbon dating","Potassium-argon dating","Uranium-lead dating","Rubidium-strontium dating"
"chemistry-l8-1057","8","In what year did Willard Libby win the Nobel Prize in Chemistry?","1960","1958","1962","1959"
"chemistry-l8-1058","8","Which chemist developed the theory of aromatic compounds and won the Nobel Prize in Chemistry in 1966?","Robert S. Mulliken","Robert Woodward","Vladimir Prelog","Manfred Eigen"
"chemistry-l8-1059","8","Linus Pauling also won the Nobel Peace Prize in which year?","1962","1960","1964","1961"
"chemistry-l8-1060","8","Which chemist developed the concept of hydrogen bonding?","Linus Pauling","Robert Mulliken","Gilbert Lewis","Irving Langmuir"
"chemistry-l8-1061","8","Paul Dirac was primarily a physicist, but he made significant contributions to understanding atomic structure. In what year did he win the Nobel Prize in Physics?","1933","1931","1935","1932"
"chemistry-l8-1062","8","Which chemist developed the Born-Haber cycle for ionic compounds?","Max Born","Fritz Haber","Walter Nernst","Walther Kossel"
"chemistry-l8-1063","8","Max Born won the Nobel Prize in Physics in which year?","1954","1952","1956","1953"
"chemistry-l8-1064","8","Which chemist discovered the phenomenon of catalysis?","Johann Döbereiner","Jöns Jacob Berzelius","Justus von Liebig","Friedrich Wöhler"
"chemistry-l8-1065","8","Ellen Ochoa was the first Hispanic woman to go to space, but her doctorate was in which field?","Electrical engineering","Chemistry","Physics","Chemical engineering"
"chemistry-l8-1066","8","Which chemist developed the concept of isomerism?","Friedrich Wöhler","Justus von Liebig","Johannes Stark","Jacobus Henricus van 't Hoff"
"chemistry-l8-1067","8","Thomas Leopold Phipps and Otto Stern conducted the Stern-Gerlach experiment. Which field of chemistry was this fundamental to?","Quantum chemistry","Organic chemistry","Analytical chemistry","Inorganic chemistry"
"chemistry-l8-1068","8","Jacobus Henricus van 't Hoff won the first Nobel Prize in Chemistry. In what year?","1901","1900","1902","1903"
"chemistry-l8-1069","8","Which chemist is known for the van der Waals equation describing real gases?","Johannes Diderik van der Waals","Jacobus Henricus van 't Hoff","Hendrik Lorentz","Pieter Zeeman"
"chemistry-l8-1070","8","In what year did Johannes Diderik van der Waals win the Nobel Prize in Physics?","1910","1908","1912","1909"
"chemistry-l8-1071","8","Which chemist developed the concept of oxidation states and won the Nobel Prize in Chemistry in 1909?","Wilhelm Ostwald","Svante Arrhenius","Friedrich Wilhelm Ostwald","Henri Moissan"
"chemistry-l8-1072","8","What is the smallest known bond length in any stable molecule?","H₂⁺ bond at approximately 1.06 Ångströms","H₂ bond at approximately 0.74 Ångströms","He₂⁺ bond at approximately 1.08 Ångströms","Li₂ bond at approximately 2.67 Ångströms"
"chemistry-l8-1073","8","Which chemical compound has the highest known density at standard conditions?","Osmium tetroxide","Iridium oxide","Platinum hexafluoride","Plutonium dioxide"
"chemistry-l8-1074","8","What is the record for the highest oxidation state achieved by any element in a neutral compound?","+8","+9","+7","+6"
"chemistry-l8-1075","8","Which element has the lowest density among all solid elements at room temperature?","Lithium","Sodium","Potassium","Calcium"
"chemistry-l8-1076","8","What is the highest atomic number of any naturally occurring element?","92","94","90","96"
"chemistry-l8-1077","8","Which synthetic element has the shortest known half-life among all isotopes created in laboratories?","Tennessine-294","Livermorium-290","Ununoctium-294","Oganesson-294"
"chemistry-l8-1078","8","What is the record for the largest number of atoms in a single molecule synthesized in a laboratory?","Over 100 billion","Over 10 million","Over 1 trillion","Over 1 million"
"chemistry-l8-1079","8","Which element exhibits the greatest electronegativity difference when bonded to fluorine?","Francium","Cesium","Rubidium","Potassium"
"chemistry-l8-1080","8","What is the record for the smallest ionic radius among all known ions?","H⁺ ion","He²⁺ ion","Li⁺ ion","Be²⁺ ion"
"chemistry-l8-1081","8","Which organic compound has the highest known boiling point at atmospheric pressure?","Glycerol","Ethylene glycol","Water","Acetic acid"
"chemistry-l8-1082","8","What is the record number of stereoisomers possible for a single carbon skeleton with 6 carbons?","More than 1000","Exactly 64","Exactly 256","Exactly 512"
"chemistry-l8-1083","8","Which isotope has the longest known half-life among all radioactive elements?","Tellurium-128","Bismuth-209","Uranium-238","Thorium-232"
"chemistry-l8-1084","8","What is the record for the highest known pH value achievable in aqueous solution?","Above 14","Exactly 14","Below 0","Exactly 0"
"chemistry-l8-1085","8","Which metal has the highest electrical conductivity per unit mass at room temperature?","Aluminum","Copper","Silver","Gold"
"chemistry-l8-1086","8","Which element has the largest atomic radius in the periodic table?","Francium","Cesium","Radium","Potassium"
"chemistry-l8-1087","8","What is the record for the most electronegative element in the periodic table?","Fluorine","Oxygen","Chlorine","Nitrogen"
"chemistry-l8-1088","8","Which compound has the highest known heat of formation per mole?","Fluorine monoxide","Water vapor","Carbon dioxide","Nitrogen pentoxide"
"chemistry-l8-1089","8","What is the record for the longest carbon-carbon bond ever synthesized?","Approximately 1.70 Ångströms","Approximately 1.54 Ångströms","Approximately 1.34 Ångströms","Approximately 2.00 Ångströms"
"chemistry-l8-1090","8","Which element was the last to be discovered naturally on Earth?","Francium","Technetium","Promethium","Astatine"
"chemistry-l8-1091","8","What is the record for the highest known vapor pressure among solid elements at room temperature?","Mercury","Bromine","Iodine","White phosphorus"
"chemistry-l8-1092","8","Which inorganic compound has the highest known heat capacity by mass?","Water","Glycerol","Ethylene glycol","Ammonia solution"
"chemistry-l8-1093","8","What is the record for the smallest band gap among naturally occurring semiconductors?","Lead telluride","Germanium","Silicon","Gallium arsenide"
"chemistry-l8-1094","8","Which polymer has the highest known tensile strength?","Polyethylene terephthalate","Polycarbonate","Nylon","Polyester"
"chemistry-l8-1095","8","What is the record for the most stable known oxygen allotrope under standard conditions?","Oxygen-16 diatomic form","Ozone","Tetraoxygen","Singlet oxygen"
"chemistry-l8-1096","8","Which element requires the highest ionization energy to remove all electrons?","Helium","Neon","Hydrogen","Lithium"
"chemistry-l8-1097","8","What is the record for the longest known polymer chain synthesized in laboratory conditions?","Over 200,000 repeating units","Over 10,000 repeating units","Over 50,000 repeating units","Over 100,000 repeating units"
"chemistry-l8-1098","8","Which compound exhibits the highest known refractive index in the visible spectrum?","Diamond","Cubic zirconia","Titanium dioxide","Silicon carbide"
"chemistry-l8-1099","8","What is the record for the strongest known acid by pH measurement?","Carborane superacid","Sulfuric acid","Hydrofluoric acid","Perchloric acid"
"chemistry-l8-1100","8","Which element has the largest number of known stable isotopes?","Tin","Xenon","Barium","Molybdenum"
"chemistry-l8-1101","8","What is the record for the highest known lattice energy among ionic compounds?","Magnesium oxide","Sodium chloride","Calcium carbide","Aluminum oxide"
"chemistry-l8-1102","8","Which element achieves the highest oxidation state in any known compound?","Xenon","Iodine","Bromine","Chlorine"
"chemistry-l8-1103","8","What is the record for the lowest known melting point among all elements?","Helium","Hydrogen","Neon","Nitrogen"
"chemistry-l8-1104","8","Which transition metal has the highest density among elements in its row?","Osmium","Iridium","Platinum","Rhenium"
"chemistry-l8-1105","8","What is the record for the highest known atomic mass of any naturally stable element?","Bismuth-209","Lead-207","Uranium-238","Thorium-232"
"chemistry-l8-1106","8","Which compound possesses the highest known dielectric constant at room temperature?","Water","Sulfuric acid","Formamide","Dimethylsulfoxide"
"chemistry-l8-1107","8","What is the record for the deepest known oxidation state achieved by phosphorus?","+5","+6","+7","+4"
"chemistry-l8-1108","8","Which lanthanide element has the smallest atomic radius?","Lutetium","Lanthanum","Ytterbium","Thulium"
"chemistry-l8-1109","8","What is the record for the highest known entropy of fusion among all elements?","Mercury","Gallium","Cesium","Rubidium"
"chemistry-l9-1110","9","What is the atomic number of Molybdenum?","42","41","43","40"
"chemistry-l9-1111","9","Which element has the chemical symbol 'W'?","Tungsten","Wolfram","Whitium","Wismuth"
"chemistry-l9-1112","9","What is the standard atomic weight of Carbon-12?","12.000","12.011","11.998","12.107"
"chemistry-l9-1113","9","How many valence electrons does Phosphorus have?","5","3","7","4"
"chemistry-l9-1114","9","What is the electron configuration of Argon?","1s² 2s² 2p⁶ 3s² 3p⁶","1s² 2s² 2p⁶ 3s² 3p⁵","1s² 2s² 2p⁵ 3s² 3p⁶","1s² 2s¹ 2p⁶ 3s² 3p⁶"
"chemistry-l9-1115","9","Which halogen has the highest electronegativity?","Fluorine","Chlorine","Bromine","Iodine"
"chemistry-l9-1116","9","What is the atomic radius of Lithium in picometers?","152","145","160","138"
"chemistry-l9-1117","9","How many neutrons does Uranium-238 contain?","146","144","148","142"
"chemistry-l9-1118","9","What is the melting point of Mercury in Celsius?","-38.83","-39.5","-37.2","-40.1"
"chemistry-l9-1119","9","What is the boiling point of Nitrogen in Kelvin?","77.36","76.5","78.2","75.8"
"chemistry-l9-1120","9","How many electrons can the d-subshell hold?","10","8","14","6"
"chemistry-l9-1121","9","What is the ionization energy of Hydrogen in electron volts?","13.6","13.2","14.1","12.9"
"chemistry-l9-1122","9","Which element is a liquid at room temperature besides Mercury?","Bromine","Gallium","Iodine","Potassium"
"chemistry-l9-1123","9","What is the oxidation state of Sulfur in H₂SO₄?","+6","+4","+5","+3"
"chemistry-l9-1124","9","How many isotopes of Tin exist naturally?","10","8","12","9"
"chemistry-l9-1125","9","What is the density of Gold in g/cm³?","19.3","18.5","20.1","19.8"
"chemistry-l9-1126","9","Which noble gas has the lowest boiling point?","Helium","Neon","Argon","Krypton"
"chemistry-l9-1127","9","What is the atomic number of Einsteinium?","99","98","100","97"
"chemistry-l9-1128","9","How many protons does Chromium-52 have?","24","26","28","22"
"chemistry-l9-1129","9","What is the oxidation state of Nitrogen in NO₂?","+4","+2","+5","+3"
"chemistry-l9-1130","9","Which element has exactly 29 electrons?","Copper","Nickel","Zinc","Cobalt"
"chemistry-l9-1131","9","What is the electronegativity of Sodium on the Pauling scale?","0.93","0.82","1.04","1.15"
"chemistry-l9-1132","9","How many elements are in the Lanthanide series?","15","14","16","17"
"chemistry-l9-1133","9","What is the atomic weight of Oxygen?","15.999","16.000","15.998","16.002"
"chemistry-l9-1134","9","What is the atomic number of Curium?","96","95","97","94"
"chemistry-l9-1135","9","How many valence electrons does Calcium have?","2","1","3","4"
"chemistry-l9-1136","9","What is the specific heat capacity of Water in J/g°C?","4.18","4.05","4.35","3.95"
"chemistry-l9-1137","9","Which element has the chemical symbol 'Bk'?","Berkelium","Bohrium","Boron","Barium"
"chemistry-l9-1138","9","What is the atomic radius of Fluorine in picometers?","64","71","77","59"
"chemistry-l9-1139","9","How many neutrons does Carbon-14 contain?","8","6","10","7"
"chemistry-l9-1140","9","What is the oxidation state of Chlorine in ClO₃⁻?","+5","+3","+6","+4"
"chemistry-l9-1141","9","Which alkali metal has the highest density?","Cesium","Potassium","Sodium","Lithium"
"chemistry-l9-1142","9","What is the ionic radius of Cl⁻ in picometers?","181","175","188","170"
"chemistry-l9-1143","9","How many elements are in the Actinide series?","15","14","16","17"
"chemistry-l9-1144","9","What is the atomic number of Thorium?","90","92","89","88"
"chemistry-l9-1145","9","Which element has the lowest first ionization energy?","Cesium","Rubidium","Potassium","Sodium"
"chemistry-l9-1146","9","What is the electron affinity of Chlorine in eV?","3.61","3.45","3.78","3.52"
"chemistry-l9-1147","9","Which chemist discovered the law of conservation of mass in 1785?","Antoine Lavoisier","Joseph Proust","John Dalton","Claude-Louis Berthollet"
"chemistry-l9-1148","9","In what year did Dmitri Mendeleev publish his first periodic table of elements?","1869","1875","1862","1871"
"chemistry-l9-1149","9","Which scientist proposed Dalton's atomic theory in 1808?","John Dalton","Joseph Louis Gay-Lussac","Amedeo Avogadro","Johann Döbereiner"
"chemistry-l9-1150","9","Who formulated the concept of valence in 1852?","Edward Frankland","August Kekulé","Stanislao Cannizzaro","Alexander Butlerov"
"chemistry-l9-1151","9","Which chemist discovered the noble gases beginning in 1894?","William Ramsay","James Dewar","Pierre Curie","Friedrich Dorn"
"chemistry-l9-1152","9","Which scientist discovered X-rays in 1895?","Wilhelm Röntgen","Henri Becquerel","Pierre Curie","Philipp Lenard"
"chemistry-l9-1153","9","In what year was the concept of isotopes introduced by Frederick Soddy?","1913","1910","1915","1911"
"chemistry-l9-1154","9","Which chemist formulated the octet rule in 1916?","Gilbert N. Lewis","Walther Kossel","Irving Langmuir","Linus Pauling"
"chemistry-l9-1155","9","In what year did Louis de Broglie propose wave-particle duality?","1924","1926","1922","1928"
"chemistry-l9-1156","9","Which scientist developed the law of multiple proportions in 1803?","John Dalton","Joseph Proust","Claude-Louis Berthollet","Antoine Lavoisier"
"chemistry-l9-1157","9","Who proposed the Hund's rule for electron configuration?","Friedrich Hund","Wolfgang Pauli","Erwin Schrödinger","Arnold Sommerfeld"
"chemistry-l9-1158","9","In what year did Amedeo Avogadro propose his hypothesis?","1811","1808","1815","1820"
"chemistry-l9-1159","9","Which chemist first isolated a pure radioactive element (polonium)?","Marie Curie","Pierre Curie","Ernest Rutherford","Frederick Soddy"
"chemistry-l9-1160","9","In what year was the exclusion principle formulated by Wolfgang Pauli?","1925","1923","1927","1929"
"chemistry-l9-1161","9","Which scientist developed the molecular orbital theory?","Friedrich Hund","Linus Pauling","Robert Mulliken","Charles Coulson"
"chemistry-l9-1162","9","Who formulated the law of constant composition in 1799?","Joseph Proust","Antoine Lavoisier","John Dalton","Claude-Louis Berthollet"
"chemistry-l9-1163","9","In what year did Robert Boyle formulate Boyle's Law?","1662","1660","1665","1668"
"chemistry-l9-1164","9","Who proposed the existence of the photon in 1905?","Albert Einstein","Max Planck","Niels Bohr","Arnold Sommerfeld"
"chemistry-l9-1165","9","In what year did Charles's Law first appear in scientific literature?","1787","1785","1790","1792"
"chemistry-l9-1166","9","Which scientist discovered the splitting of the atom in 1938?","Otto Hahn","Enrico Fermi","Leo Szilard","Fritz Strassmann"
"chemistry-l9-1167","9","Who first synthesized urea in the laboratory in 1828?","Friedrich Wöhler","Justus von Liebig","August Kekulé","Hermann Kolbe"
"chemistry-l9-1168","9","Who proposed the structure of benzene as a ring in 1865?","August Kekulé","Charles Gerhardt","Archibald Scott Couper","Michael Faraday"
"chemistry-l9-1169","9","In what year did Joseph Gay-Lussac formulate his law of combining gases?","1808","1805","1810","1812"
"chemistry-l9-1170","9","Which scientist first used the term 'catalyst' in 1835?","Jöns Jacob Berzelius","Johann Döbereiner","Thomas Graham","William Henry"
"chemistry-l9-1171","9","Who developed the valence bond theory in the 1930s?","Linus Pauling","Robert Mulliken","Friedrich Hund","Walter Heitler"
"chemistry-l9-1172","9","In what year did Thomas Graham formulate Graham's Law of Effusion?","1848","1845","1850","1852"
"chemistry-l9-1173","9","Which chemist discovered the phenomenon of catalysis in 1814?","Johann Döbereiner","Jöns Jacob Berzelius","Thomas Graham","Henry Le Chatelier"
"chemistry-l9-1174","9","Who formulated Le Chatelier's Principle in 1884?","Henry Le Chatelier","Jacobus van 't Hoff","Svante Arrhenius","Wilhelm Ostwald"
"chemistry-l9-1175","9","In what year did Svante Arrhenius propose his ionic theory?","1887","1885","1889","1891"
"chemistry-l9-1176","9","Which scientist discovered the phenomenon of ion association in solution?","Svante Arrhenius","Jacobus van 't Hoff","Wilhelm Ostwald","Henry Le Chatelier"
"chemistry-l9-1177","9","What is the record highest electronegativity value on the Pauling scale?","4.0","3.98","4.1","3.44"
"chemistry-l9-1178","9","Which element has the smallest atomic radius among all elements?","Helium","Hydrogen","Neon","Fluorine"
"chemistry-l9-1179","9","What is the record density of any naturally occurring element at room temperature?","Osmium at 22.59 g/cm³","Iridium at 22.56 g/cm³","Platinum at 21.45 g/cm³","Tungsten at 19.25 g/cm³"
"chemistry-l9-1180","9","Which element has the highest boiling point among all known elements?","Tungsten","Carbon","Rhenium","Tantalum"
"chemistry-l9-1181","9","What is the record atomic number for a named element as of 2023?","118","120","119","117"
"chemistry-l9-1182","9","What is the record longest carbon-carbon single bond length recorded?","1.644 Ångströms","1.540 Ångströms","1.734 Ångströms","1.421 Ångströms"
"chemistry-l9-1183","9","What is the record ionic radius for a monatomic anion?","Iodide ion at 2.20 Ångströms","Bromide ion at 1.96 Ångströms","Fluoride ion at 1.33 Ångströms","Chloride ion at 1.81 Ångströms"
"chemistry-l9-1184","9","What is the record lowest temperature achieved in a laboratory setting using chemical cooling methods?","Below 100 picokelvin","1 microkelvin","10 nanokelvin","1 millikelvin"
"chemistry-l9-1185","9","What is the record number of allotropes identified for a single element?","Over 70 for carbon","Over 50 for phosphorus","Over 60 for sulfur","Over 45 for selenium"
"chemistry-l9-1186","9","What is the record highest oxidation state observed for an element?","+8 for Xenon","+7 for Manganese","+6 for Chromium","+9 for Iridium"
"chemistry-l9-1187","9","Which element has the most stable isotope with the longest half-life?","Bismuth-209","Tellurium-130","Lead-204","Thorium-232"
"chemistry-l9-1188","9","What is the record highest lattice energy recorded for an ionic compound?","MgO at approximately 3850 kJ/mol","NaCl at approximately 786 kJ/mol","CaO at approximately 3520 kJ/mol","LiF at approximately 1030 kJ/mol"
"chemistry-l9-1189","9","Which element has the highest electron affinity?","Chlorine","Fluorine","Bromine","Iodine"
"chemistry-l9-1190","9","What is the record smallest bond angle observed in a stable neutral molecule?","60 degrees in cyclopropane","90 degrees","45 degrees","120 degrees"
"chemistry-l9-1191","9","Which element has the highest number of stable isotopes?","Tin","Lead","Xenon","Iron"
"chemistry-l9-1192","9","What is the record highest pH value achievable in aqueous solution?","Approximately 14 at standard conditions","16","12","20"
"chemistry-l9-1193","9","Which element has the highest van der Waals radius?","Xenon","Krypton","Radon","Neon"
"chemistry-l9-1194","9","What is the record longest polymer chain length synthesized in a laboratory?","Over 100,000 repeat units","Over 50,000 repeat units","Over 10,000 repeat units","Over 200,000 repeat units"
"chemistry-l9-1195","9","Which element has the most negative electron affinity value?","Chlorine","Fluorine","Oxygen","Sulfur"
"chemistry-l9-1196","9","What is the record highest dipole moment recorded for a diatomic molecule?","HF at approximately 1.826 Debye","HCl at approximately 1.088 Debye","HBr at approximately 0.827 Debye","CO at approximately 0.101 Debye"
"chemistry-l9-1197","9","What is the record smallest crystal structure unit cell volume?","Helium at approximately 20 Ų","Neon at approximately 40 Ų","Argon at approximately 67 Ų","Hydrogen at approximately 30 Ų"
"chemistry-l9-1198","9","Which element has the largest atomic mass among naturally occurring elements?","Uranium","Thorium","Plutonium","Neptunium"
"chemistry-l9-1199","9","What is the record highest bond dissociation energy for a single bond?","H-F at approximately 570 kJ/mol","C-H at approximately 413 kJ/mol","O-H at approximately 467 kJ/mol","N-H at approximately 391 kJ/mol"
"chemistry-l9-1200","9","Which element shows the greatest variation in oxidation states?","Iridium","Platinum","Manganese","Chromium"
"chemistry-l9-1201","9","What is the record highest optical rotation angle recorded for an organic compound?","Over 500 degrees per decimeter","Over 300 degrees per decimeter","Over 100 degrees per decimeter","Over 700 degrees per decimeter"
"chemistry-l9-1202","9","Which element has the most isotopes discovered?","Xenon with 54 known isotopes","Indium with 39 known isotopes","Osmium with 34 known isotopes","Tin with 35 known isotopes"
"chemistry-l9-1203","9","What is the record highest pressure achieved in a chemical reaction vessel?","Over 700 GPa in diamond anvil cells","Over 500 GPa","Over 300 GPa","Over 1000 GPa"
"chemistry-l9-1204","9","Which element has the highest polarizability?","Iodine","Bromine","Chlorine","Xenon"
"chemistry-l9-1205","9","What is the record smallest half-life observed for any isotope?","Approximately 10^-24 seconds","Approximately 10^-20 seconds","Approximately 10^-18 seconds","Approximately 10^-15 seconds"
"chemistry-l9-1206","9","Which element has the highest number of known compounds?","Carbon","Hydrogen","Oxygen","Nitrogen"
"chemistry-l9-1207","9","What is the record highest molar heat capacity recorded for a substance?","Approximately 220 J/(mol·K) for graphite","Approximately 180 J/(mol·K)","Approximately 150 J/(mol·K)","Approximately 250 J/(mol·K)"
"chemistry-l9-1208","9","Which chemist won the Nobel Prize in Chemistry twice for discovering new chemical elements?","Marie Curie","Linus Pauling","Ernest Rutherford","Frederick Soddy"
"chemistry-l9-1209","9","What was the primary nationality of Antoine Lavoisier, who is often called the father of modern chemistry?","French","German","British","Swedish"
"chemistry-l9-1210","9","Which chemist proposed the theory of chemical bonds and won two Nobel Prizes in different scientific fields?","Linus Pauling","Gilbert N. Lewis","Irving Langmuir","Walther Kossel"
"chemistry-l9-1211","9","What was the primary research focus of August Kekulé that earned him recognition in organic chemistry?","Benzene ring structure","Polymer synthesis","Acid-base theory","Stereoisomerism"
"chemistry-l9-1212","9","Which chemist discovered the neutron and won the Nobel Prize in Physics in 1935?","James Chadwick","Ernest Rutherford","Niels Bohr","Max Planck"
"chemistry-l9-1213","9","In what country was Svante Arrhenius, who developed the theory of electrolytic dissociation, born?","Sweden","Norway","Denmark","Finland"
"chemistry-l9-1214","9","Which female chemist discovered polonium and radium alongside her husband Pierre?","Marie Curie","Irène Joliot-Curie","Émilie du Châtelet","Dorothy Hodgkin"
"chemistry-l9-1215","9","What was the nationality of Amedeo Avogadro, who proposed the hypothesis about gas molecules?","Italian","Spanish","Portuguese","Swiss"
"chemistry-l9-1216","9","In what year did Dmitri Mendeleev die?","1907","1905","1910","1902"
"chemistry-l9-1217","9","Which chemist won the Nobel Prize in Chemistry for his work on enzyme catalysis?","Adolf Otto Reinhold Windaus","Eduard Buchner","Fritz Pregl","Richard Willstätter"
"chemistry-l9-1218","9","What was the primary contribution of Gilbert N. Lewis to chemistry regarding electron theory?","Electron pair bonding theory","Quantum mechanical orbitals","Valence electron configuration","Ionic bonding classification"
"chemistry-l9-1219","9","Which chemist discovered the law of definite proportions, fundamental to stoichiometry?","Joseph Proust","John Dalton","Antoine Lavoisier","Claude-Louis Berthollet"
"chemistry-l9-1220","9","In what year was Linus Pauling born?","1901","1895","1905","1899"
"chemistry-l9-1221","9","Which chemist proposed the collision theory of chemical reactions?","Max Trautz and William Lewis","Jacobus Henricus van 't Hoff","Svante Arrhenius","Wilhelm Ostwald"
"chemistry-l9-1222","9","What nationality was Dorothy Hodgkin, who won the Nobel Prize for X-ray crystallography of vitamin B12?","British","German","American","French"
"chemistry-l9-1223","9","Which chemist developed the concept of oxidation states and electronegativity values?","Linus Pauling","Friedrich Wöhler","Archibald Scott Couper","Edward Frankland"
"chemistry-l9-1224","9","Which chemist was the first to synthesize an organic compound (urea) from inorganic materials?","Friedrich Wöhler","August Kekulé","Archibald Scott Couper","Charles Frédéric Gerhardt"
"chemistry-l9-1225","9","What was the birthplace of Jöns Jakob Berzelius, the Swedish chemist?","Väversunda","Stockholm","Gothenburg","Uppsala"
